aircraft_id,report_date,aircraft_model,operator,flight_phase,cruise_altitude_ft,flight_conditions,weather_conditions,component_name,component_status,anomaly_type,root_cause,maintenance_outcome,base_location,airport_code,crew_experience,contributing_factors,report_summary,health_status,alert_active,flight_hours,report_year,report_month
700745,2006-06-01,B777 Undifferentiated Or Other Model,Air Carrier,Cruise,0.0,Unknown,unknown,unknown,Unknown,deviation / discrepancy - procedural published material / policy; deviation / discrepancy - procedural far; deviation / discrepancy - procedural hazardous material violation,Company Policy,general none reported / taken,co,zdv.artcc,unknown,company policy,the crew of a b777 were informed by dispatch; enrte; that 5000 lbs of hazmat had been loaded on their acft in error. after some discussion; the flt continued to dest.,Normal,False,8312,2006,6
1156127,2014-01-01,Small Aircraft; High Wing; 1 Eng; Fixed Gear,Fbo,Taxi,0.0,Vmc,unknown,unknown,Unknown,deviation - track / heading all types; deviation / discrepancy - procedural published material / policy; deviation / discrepancy - procedural clearance,Airport,air traffic control provided assistance; flight crew became reoriented; flight crew requested atc assistance / clarification,ca,ont.airport,flight crew last 90 days 19; flight crew total 205; flight crew type 185,airport; environment - non weather related; procedure,a single engine pilot landed on ont runway 26r with a clearance to exit at the reverse high speed taxiway r but because there were no lead-off taxiway lights he was unable to identify the taxiway.,Normal,False,205,2014,1
715044,2006-10-01,Bonanza 35,Personal,Initial Approach,6000.0,Unknown,unknown,fuel selector,Malfunctioning,aircraft equipment problem critical,Aircraft,general maintenance action; general none reported / taken,us,zzz.airport,flight crew last 90 days 30; flight crew total 2200; flight crew type 250,aircraft; human factors,be35 suffers eng failure due to fuel starvation on dscnt to dest arpt.,Critical,True,2200,2006,10
1010123,2012-05-01,A321,Air Carrier,Descent,12000.0,Unknown,unknown,unknown,Unknown,deviation - altitude crossing restriction not met; deviation / discrepancy - procedural clearance; inflight event / encounter wake vortex encounter,Environment - Non Weather Related,flight crew took evasive action,nv,las.airport,unknown,environment - non weather related,an a321 first officer reported encountering wake vortex from preceding aircraft on arrival to las that was a factor in missing a crossing restriction.,Normal,False,4654,2012,5
792746,2008-06-01,B737-800,Unknown,Parked,0.0,Unknown,unknown,dc battery,Unknown,aircraft equipment problem critical; deviation / discrepancy - procedural far; deviation / discrepancy - procedural maintenance; deviation / discrepancy - procedural published material / policy,Human Factors,general maintenance action; general none reported / taken,us,zzz.airport,unknown,human factors,a mechanic and inspector report on forgetting to call their maint control to verify parts compatibility for their b737-800 etops acft; after the main and aux batteries were changed.,Critical,True,14647,2008,6
706355,2006-08-01,B767-300 And 300 Er,Air Carrier,Takeoff / Launch,0.0,Vmc,unknown,unknown,Unknown,deviation / discrepancy - procedural published material / policy; deviation / discrepancy - procedural far,Company Policy,general none reported / taken,va,iad.airport,flight crew last 90 days 120; flight crew total 12000; flight crew type 800,company policy,a b767-300 flt crew took off with incorrect wts from load planning.,Normal,False,12000,2006,8
986093,2011-12-01,Regional Jet 200 Er/Lr (Crj200),Air Carrier,Climb,0.0,Unknown,unknown,turbine engine,Malfunctioning,aircraft equipment problem less severe,Aircraft,flight crew landed as precaution; flight crew returned to departure airport,us,zzz.airport,unknown,aircraft,a crj-200 flight crew reported right engine n1 and itt excursions that prompted a return to their departure airport.,Warning,True,13905,2011,12
793700,2008-06-01,Commercial Fixed Wing,Air Carrier,Taxi,0.0,Vmc,unknown,unknown,Unknown,deviation / discrepancy - procedural published material / policy; deviation / discrepancy - procedural clearance; deviation / discrepancy - procedural far; ground excursion taxiway,Airport,none reported,nv,las.airport,flight crew last 90 days 250; flight crew total 23000; flight crew type 8000,human factors; airport; aircraft,an acr plt taxied across an infield area at night when two blue lights appeared to extend txwy g2 straight into the las north ramp.,Normal,False,23000,2008,6
1228785,2014-12-01,A300,Air Carrier,Parked,0.0,Unknown,unknown,landing gear,Improperly Operated,aircraft equipment problem less severe; deviation - speed all types; deviation / discrepancy - procedural published material / policy,Manuals,none reported,us,zzz.airport,maintenance lead technician 10; maintenance technician 15,manuals; procedure; human factors,a line aircraft maintenance technician (amt) describes how conflicting aircraft maintenance manual (amm) references contributed to a landing gear 'down' overspeed inspection not being accomplished on an a300 aircraft.,Warning,True,13564,2014,12
1108443,2013-08-01,Golden Eagle 421,Personal,Cruise,12000.0,Mixed,rain; 10,reciprocating engine assembly,Failed,aircraft equipment problem critical,Aircraft,air traffic control issued new clearance; flight crew landed in emergency condition; flight crew diverted; flight crew inflight shutdown,us,zzz.airport,flight crew last 90 days 90; flight crew total 685; flight crew type 85,aircraft,c421 pilot experiences engine roughness at 12;000 ft and requests vectors to a suitable airport. at 6;000 ft low oil pressure is indicated and with the engine shaking badly it is shut down. a safe landing ensues.,Critical,True,685,2013,8
1015034,2012-06-01,B757-200,Air Carrier,Cruise,36000.0,Unknown,unknown,aircraft auto temperature system,Failed,aircraft equipment problem critical,Aircraft,flight crew diverted; flight crew landed as precaution; general declared emergency; general maintenance action,us,zzz.artcc,flight crew last 90 days 250; flight crew total 15000; flight crew type 12000,aircraft; procedure,b757 flight crew reports being dispatched with flight deck temp control system inoperative and having great difficulty controlling temperatures in the cabin and on the flight deck.  eventually one pack fails and the second follows one minute later; requiring an emergency descent and a diversion.,Critical,True,15000,2012,6
942029,2011-04-01,B737-300,Air Carrier,Cruise,35000.0,Vmc,unknown,microphone,Unknown,flight deck / cabin / aircraft event smoke / fire / fumes / odor,Aircraft,flight crew diverted; flight crew landed as precaution,us,zzz.artcc,flight crew last 90 days 121,aircraft; human factors; manuals,faced with a report of an electrical smell in the cabin the flight crew of a b737-300 found shortcomings and ambiguities in the format of their associated qrh checklists.,Critical,True,13340,2011,4
977856,2011-11-01,Commercial Fixed Wing,Air Carrier,Taxi,0.0,Vmc,unknown,unknown,Unknown,deviation / discrepancy - procedural clearance; ground incursion taxiway,Environment - Non Weather Related,air traffic control issued new clearance; flight crew requested atc assistance / clarification,pa,phl.airport,unknown,airport; environment - non weather related; human factors,an air carrier crew on taxiway k taxied beyond k6; the last entry to phl runway 9l; because in darkness the k taxi lights continue beyond k6 creating the perception that the runway threshold lights are the runway's end.,Normal,False,6934,2011,11
1204910,2014-09-01,Md-82,Air Carrier,Takeoff / Launch,0.0,Unknown,unknown,leading edge slat,Malfunctioning,aircraft equipment problem less severe,Aircraft,flight crew took evasive action; flight crew rejected takeoff; flight crew returned to gate; general maintenance action,us,zzz.airport,unknown,aircraft,a md-80 captain checked the takeoff configuration warning with no response during taxi out but at about 110 kts the slat disagree and takeoff configuration warning alerted so the captain rejected the takeoff then returned to the gate for maintenance and brake cooling.,Warning,True,11118,2014,9
677554,2005-11-01,Citation Ii S2/Bravo (C550),Corporate,Initial Climb,10000.0,Vmc,10,fms/fmc,Design,aircraft equipment problem critical; deviation - track / heading all types; deviation / discrepancy - procedural clearance; deviation / discrepancy - procedural published material / policy,Aircraft,air traffic control issued new clearance,tx,dfw.airport,flight crew last 90 days 180; flight crew total 8500; flight crew type 600,aircraft; chart or publication; human factors,c550 on rnav sid from dfw turns early and slowly and exceeds track parameters.,Critical,True,8500,2005,11
971164,2011-09-01,Small Aircraft; Low Wing; 1 Eng; Fixed Gear,Personal,Final Approach,2300.0,Vmc,10,unknown,Unknown,atc issue all types; conflict nmac,Ambiguous,flight crew took evasive action,nc,clt.tracon,flight crew last 90 days 30; flight crew total 300; flight crew type 15,human factors; environment - non weather related,a pilot on an ipj runway 23 gps approach reported taking evasive action and having a near miss after the aircraft's taws alerted about traffic. atc was alerted after the fact.,Normal,False,300,2011,9
1177595,2014-06-01,B747-400,Air Carrier,Parked,0.0,Unknown,unknown,unknown,Unknown,deviation / discrepancy - procedural far; deviation / discrepancy - procedural published material / policy; inflight event / encounter fuel issue,Human Factors,general none reported / taken,fo,zzzz.airport,unknown,manuals; company policy; human factors; procedure,while researching a question from another dispatcher the reporter discovered that--a few days earlier--a transpacific flight had been dispatched under aegis of faa 'operations specification (opspec) b043' which allows the use of a hybrid mix of domestic and international fuel reserve requirements but is predicated on being able to precisely fix their position at least once each hour. in the instant case that degree of precision had not been possible for the entire flight and; thus; those portions of the flight during which such precision was not possible the appropriate international reserves had to have been aboard. the calculated reserve fuel on board had been just 45 minutes; consistent with precise navigation 100% of the flight.,Normal,False,11724,2014,6
692078,2006-03-01,Emb Erj 140 Er/Lr,Air Carrier,Parked,0.0,Unknown,unknown,service/access door,Unknown,aircraft equipment problem critical; deviation / discrepancy - procedural far; deviation / discrepancy - procedural maintenance; deviation / discrepancy - procedural published material / policy,Human Factors,aircraft aircraft damaged; general maintenance action; general none reported / taken,us,zzz.airport,unknown,aircraft; environment - non weather related; human factors,an emb140 was found on arr to have the apu oil svc door missing.,Critical,True,1480,2006,3
821000,2009-01-01,Md-11,Air Carrier,Cruise,0.0,Unknown,unknown,electrical power,Malfunctioning,aircraft equipment problem critical; deviation / discrepancy - procedural maintenance; deviation / discrepancy - procedural published material / policy,Aircraft,general none reported / taken,us,zzz.airport,unknown,aircraft; human factors,dispatcher is informed by md11 crew that battery discharging alert that had previously caused two diversions has reappeared but the crew is continuing to destination.,Critical,True,1116,2009,1
701697,2006-06-01,Cessna Stationair/Turbo Stationair 6,Personal,Initial Approach,1700.0,Imc,unknown,navigational equipment and processing,Improperly Operated,deviation / discrepancy - procedural clearance; deviation / discrepancy - procedural far; deviation / discrepancy - procedural published material / policy,Human Factors,flight crew returned to clearance,pa,zalga,flight crew last 90 days 15; flight crew total 9800; flight crew type 150,human factors,lack of familiarity with advanced navigation system contributes to c206 plt experiencing confusion and premature dscnt on apch to n70.,Normal,False,9800,2006,6
945640,2011-04-01,Emb Erj 170/175 Er/Lr,Air Carrier,Cruise,36000.0,Unknown,unknown,unknown,Unknown,atc issue all types; conflict airborne conflict; deviation / discrepancy - procedural published material / policy,Human Factors,general none reported / taken,il,zau.artcc,unknown,human factors,zau controller described a loss of separation event when zob descended traffic after receiving approval but still in conflict with zau traffic; the reporter acknowledging conflicting traffic should have been referenced.,Normal,False,6207,2011,4
752925,2007-09-01,Small Aircraft; High Wing; 1 Eng; Fixed Gear,Personal,Initial Climb,1500.0,Vmc,unknown,engine,Failed,aircraft equipment problem critical,Aircraft,flight crew diverted; flight crew landed in emergency condition; flight crew overcame equipment problem; general declared emergency,us,zzz.airport,flight crew last 90 days 50; flight crew total 1750; flight crew type 150,aircraft,stinson 108 lost power during climbout and returned for emer lndg.,Critical,True,1750,2007,9
708118,2006-08-01,Md-80 Series (Dc-9-80) Undifferentiated Or Other Model,Air Carrier,Taxi,0.0,Vmc,unknown,unknown,Unknown,flight deck / cabin / aircraft event smoke / fire / fumes / odor,Aircraft,general evacuated,ca,lgb.airport,flight crew total 15; flight crew type 6000,aircraft,md80 flt crew has smoke fumes after lndg; notifies ctlr; stops acft and evacs.,Critical,True,15,2006,8
1197138,2014-08-01,A320,Air Carrier,Descent,20000.0,Vmc,unknown,powerplant lubrication system,Failed,aircraft equipment problem critical; flight deck / cabin / aircraft event smoke / fire / fumes / odor,Aircraft,flight crew landed in emergency condition; general declared emergency,us,zzz.airport,unknown,aircraft,an a320 flight crew requested assistance and landed straight in at their destination when they determined the left engine was losing oil quantity.,Critical,True,13209,2014,8
657976,2005-04-01,B777 Undifferentiated Or Other Model,Air Carrier,Parked,0.0,Unknown,unknown,pitot-static system,Unknown,deviation / discrepancy - procedural far; deviation / discrepancy - procedural maintenance,Company Policy,general none reported / taken,us,zzz.airport,unknown,aircraft; human factors; chart or publication; airspace structure,during a b777 etops chk; an faa safety inspector questions the method of chking pitot tube; static port and angle of attack sensors for insect obstruction.,Normal,False,290,2005,4
775919,2008-02-01,Cessna 210 Centurion / Turbo Centurion 210C; 210D,Personal,Takeoff / Launch,0.0,Vmc,20,ac generation,Malfunctioning,aircraft equipment problem critical; deviation / discrepancy - procedural clearance,Aircraft,general maintenance action; general none reported / taken,us,zzz.airport,flight crew last 90 days 65; flight crew total 2900; flight crew type 130,aircraft; human factors,pressurized c210 plt experiences loss of ac generation and com difficulties while on an ifr flt.,Critical,True,2900,2008,2
858101,2009-10-01,Helicopter,Personal,Final Approach,3000.0,Mixed,10,unknown,Unknown,atc issue all types; deviation / discrepancy - procedural published material / policy,Procedure,general none reported / taken,pa,phl.airport,air traffic control military 5; air traffic control radar 6; air traffic control time certified in pos 1 (mon) 5; air traffic control time certified in pos 1 (yrs) 2,procedure,phl local controller described opposite direction operation; helicopter cleared ils runway 17 and a jet cleared for an ils runway 35; voicing concern regarding potential unprotected go around possibilities.,Normal,False,3970,2009,10
683508,2005-10-01,B737-300,Air Carrier,Parked,0.0,Unknown,unknown,cabin address system,Failed,no anomaly recorded,Aircraft,general none reported / taken,us,zzz.airport,unknown,human factors; company policy; aircraft; chart or publication,a b737-300 cabin attendant rpts the pa sys was deferred as inop. emer megaphone used but ineffective. no tkof warning received from flt crew.,Critical,True,6329,2005,10
671359,2005-09-01,A320,Unknown,Initial Approach,1000.0,Vmc,unknown,speedbrake/spoiler,Malfunctioning,deviation / discrepancy - procedural maintenance; deviation / discrepancy - procedural mel / cdl,Human Factors,flight crew overcame equipment problem; general none reported / taken,tx,dfw.airport,flight crew last 90 days 200; flight crew total 10000; flight crew type 400,human factors; aircraft,when a mech failed to complete an a320 #4 spd brake mel proc; the acft landed with the spd brakes extended after using them inflt.,Warning,True,10000,2005,9
762154,2007-11-01,Robinson R44,Personal,Initial Approach,0.0,Vmc,unknown,unknown,Unknown,conflict airborne conflict; deviation / discrepancy - procedural far,Human Factors,general none reported / taken,us,zzz.airport,flight crew last 90 days 60; flight crew total 1900; flight crew type 1200,human factors,r44 pnf reports cirrus landing beneath them as they air taxi at 70 feet down the rwy after arrival. pilot y is irate about being 'cut off' and physically and verbally assaults the r44 flt crew.,Normal,False,1900,2007,11
877752,2010-03-01,Regional Jet Cl65; Undifferentiated Or Other Model,Air Carrier,Takeoff / Launch,0.0,Vmc,unknown,nose gear tire,Failed,aircraft equipment problem critical,Aircraft,flight crew landed in emergency condition; general declared emergency; general maintenance action,fo,zzzz.airport,flight crew last 90 days 150; flight crew total 6600; flight crew type 3300,aircraft,crj50 flight crew experiences a nose tire failure at 110 knots during takeoff and elects to continue to destination. the left pack temperature becomes uncontrollable enroute and the pack is shut is down. landing at destination is normal with high nose gear vibration.,Critical,True,6600,2010,3
739109,2007-05-01,B737-700,Air Carrier,Descent,12800.0,Vmc,unknown,unknown,Unknown,deviation - altitude crossing restriction not met; deviation / discrepancy - procedural published material / policy; deviation / discrepancy - procedural clearance,Human Factors,air traffic control issued new clearance,or,pdx.airport,flight crew last 90 days 178,chart or publication; human factors,b737 crew misses conditional crossing restr at bonvl on the bonvl 5 arr into pdx after rwy change.,Normal,False,10297,2007,5
698582,2006-05-01,B757 Undifferentiated Or Other Model,Air Carrier,Parked,0.0,Unknown,unknown,unknown,Unknown,flight deck / cabin / aircraft event passenger misconduct; flight deck / cabin / aircraft event other / unknown,Human Factors,general none reported / taken,pr,tjsj.airport,flight attendant airline total 10; flight attendant total 10; flight attendant type 80,human factors; company policy,b757 cabin crew is concerned with pax behavior prior to dep.,Normal,False,10,2006,5
1108960,2013-08-01,Cessna 152,Personal,Initial Climb,1000.0,Unknown,unknown,unknown,Unknown,atc issue all types; deviation / discrepancy - procedural published material / policy,Human Factors,general none reported / taken,us,zzz.tracon,unknown,human factors,tracon controller described an unsafe event when releasing an aircraft from an uncontrolled airport only to find two flight plans were filed off different airports and the wrong departure was being considered for the release.,Normal,False,6225,2013,8
983606,2011-12-01,Skyhawk 172/Cutlass 172,Personal,Initial Approach,3000.0,Vmc,unknown,fuel quantity-pressure indication,Improperly Operated,aircraft equipment problem critical; deviation / discrepancy - procedural published material / policy,Human Factors,air traffic control provided assistance; flight crew landed in emergency condition; flight crew requested atc assistance / clarification,us,zzz.airport,flight crew last 90 days 0.6; flight crew total 104.3; flight crew type 104.3,procedure; human factors; aircraft,c172 pilot landed on a highway short of his destination due to inadequate fuel planning and monitoring.,Critical,True,104,2011,12
789652,2008-06-01,Md-80 Series (Dc-9-80) Undifferentiated Or Other Model,Air Carrier,Cruise,34000.0,Vmc,unknown,pressurization control system,Malfunctioning,aircraft equipment problem less severe,Aircraft,flight crew overcame equipment problem; general maintenance action,us,zzz.airport,unknown,aircraft,an md80 crew comments that the cabin clbed to 9500 ft but was controlled. after lndg maint reset both controller circuit breakers and returned the acft to service.,Warning,True,7933,2008,6
753789,2007-09-01,Learjet 35,Air Carrier,Initial Climb,2680.0,Vmc,unknown,fms/fmc,Malfunctioning,aircraft equipment problem less severe; deviation - altitude crossing restriction not met; deviation - track / heading all types; deviation / discrepancy - procedural published material / policy; deviation / discrepancy - procedural clearance,Human Factors,air traffic control issued new clearance,nv,las.airport,flight crew last 90 days 100; flight crew total 9880; flight crew type 2200,human factors; aircraft,an lr35 on the las staav three rnav dep failed to make the turn from leeln to tomis because of an fms failure coupled to the autopilot.,Warning,True,9880,2007,9
651320,2005-03-01,Learjet 35,Corporate,Initial Climb,1500.0,Vmc,unknown,unknown,Unknown,deviation - altitude overshoot; deviation / discrepancy - procedural clearance; deviation / discrepancy - procedural far; deviation / discrepancy - procedural published material / policy,Human Factors,air traffic control issued new clearance,nj,teb.airport,flight crew last 90 days 100; flight crew total 3200; flight crew type 1700,aircraft; human factors; chart or publication; airspace structure,a lj35 departing on the teb 5 dep exceeded the initial 1500 ft level off alt by 300 ft.,Normal,False,3200,2005,3
939580,2011-03-01,A320,Air Carrier,Initial Approach,3000.0,Imc,thunderstorm,flap control (trailing & leading edge),Malfunctioning,aircraft equipment problem critical,Aircraft,flight crew flc complied w / automation / advisory; flight crew landed in emergency condition; general maintenance action; general declared emergency,us,zzz.airport,unknown,aircraft,an a320 ecam alerted flt ctl flaps fault when flaps 2 were selected for landing. an emergency was declared; the approach abandoned; the qrh procedure complete and a normal landing followed.,Critical,True,192,2011,3
976253,2011-10-01,Md-80 Series (Dc-9-80) Undifferentiated Or Other Model,Air Carrier,Initial Approach,0.0,Vmc,unknown,flap/slat control system,Malfunctioning,aircraft equipment problem critical,Aircraft,flight crew landed in emergency condition; flight crew overcame equipment problem,us,zzz.tracon,unknown,aircraft; human factors,an md-80 flight crew reported leading edge slat disagree problem on initial slat extension. the procedures were run and a normal landing ensued; but the captain regretted not declaring an emergency.,Critical,True,10502,2011,10
800893,2008-08-01,Light Transport,Corporate,Taxi,0.0,Vmc,unknown,unknown,Unknown,deviation / discrepancy - procedural far; deviation / discrepancy - procedural published material / policy; deviation / discrepancy - procedural clearance; ground incursion runway,Human Factors,general none reported / taken,us,zzz.airport,flight crew last 90 days 80; flight crew total 7000; flight crew type 3500,chart or publication; human factors,a corp plt had a rwy incursion after misreading an arpt's notams about rwy closures then misinterpreting atc's taxi instructions.,Normal,False,7000,2008,8
1017103,2012-06-01,P180 Avanti,Fractional,Climb,0.0,Unknown,unknown,unknown,Unknown,atc issue all types; deviation - track / heading all types; deviation / discrepancy - procedural clearance,Human Factors,general none reported / taken,oh,zob.artcc,unknown,airspace structure; human factors,zob controller reported clearing an aircraft 'direct charleston' expecting him to navigate to hvq; but the aircraft set up course for chs. both vors are charleston; and both were on the filed route; so reporter recommends changing the name of one of the vors.,Normal,False,161,2012,6
780674,2008-04-01,B737 Undifferentiated Or Other Model,Air Carrier,Taxi,0.0,Vmc,unknown,unknown,Unknown,conflict ground conflict; critical; deviation / discrepancy - procedural published material / policy,Company Policy,flight crew took evasive action,us,zzz.airport,flight crew last 90 days 270; flight crew type 9000,company policy,a b737 capt was forced to make an emergency stop on taxi out to avoid a collision with a tug.,Critical,True,6269,2008,4
865424,2009-12-01,B717 (Formerly Md-95),Air Carrier,Climb,14700.0,Unknown,unknown,turbine engine,Failed,aircraft equipment problem critical,Aircraft,flight crew returned to departure airport; general declared emergency,ga,atl.airport,unknown,aircraft,a b717 suffered a failure of the left engine during climb.  returned to the departure airport for a safe landing.,Critical,True,10572,2009,12
849659,2009-08-01,Q400 Nextgen,Air Carrier,Cruise,24000.0,Unknown,unknown,pfd,Failed,aircraft equipment problem critical,Aircraft,general none reported / taken,us,zzz.artcc,unknown,aircraft,a q400 captain reported a pfd failure in cruise at fl240. flight continued to their destination for an uneventful landing.,Critical,True,10200,2009,8
676672,2005-08-01,A319,Air Carrier,Parked,0.0,Unknown,unknown,nose gear wheel,Unknown,aircraft equipment problem critical; deviation / discrepancy - procedural published material / policy; deviation / discrepancy - procedural far; deviation / discrepancy - procedural maintenance,Human Factors,general none reported / taken; general maintenance action,us,zzz.airport,maintenance technician 13,human factors; incorrect / not installed / unavailable part; logbook entry; environment - non weather related; aircraft; chart or publication,an a319 had the r nosewheel and tire assembly replaced and was dispatched with the inner axle bushing not installed. acft operated in excess of 2 months before discrepancy discovered.,Critical,True,5163,2005,8
771041,2008-01-01,A320,Air Carrier,Cruise,36000.0,Vmc,unknown,fuel line; fittings; & connectors,Failed,aircraft equipment problem critical; deviation / discrepancy - procedural published material / policy,Aircraft,flight crew diverted; flight crew landed in emergency condition; general declared emergency,us,zzz.airport,flight crew last 90 days 250; flight crew total 14000; flight crew type 300,aircraft; human factors,a320 developed a fuel leak enroute. flt diverted to an arpt where they felt maint could be performed.,Critical,True,14000,2008,1
844382,2009-07-01,B757-200,Air Carrier,Cruise,37000.0,Unknown,unknown,unknown,Unknown,flight deck / cabin / aircraft event smoke / fire / fumes / odor,Aircraft,flight crew landed in emergency condition; flight crew diverted; general declared emergency,us,zzz.airport,unknown,aircraft,at fl370 b757 captain reports hearing a thud then a burning electrical smell; the flight diverted to nearest suitable airport after reports from flight attendants about the smell in the cabin.,Critical,True,3649,2009,7
814866,2008-12-01,Jet Ranger All Series Undifferentiated Or Other Model,Air Taxi,Initial Approach,0.0,Vmc,10,unknown,Unknown,deviation / discrepancy - procedural other / unknown; deviation / discrepancy - procedural published material / policy,Company Policy,general none reported / taken,us,zzz.airport,flight crew last 90 days 85; flight crew total 6350; flight crew type 800,unknown,although specifically requested; fss briefer fails to provide relevant notams for heli pilot's ifr destination airport.,Normal,False,6350,2008,12
938813,2011-03-01,Regional Jet 900 (Crj900),Air Carrier,Landing,0.0,Unknown,windshear; turbulence,unknown,Unknown,deviation - speed all types; inflight event / encounter weather / turbulence; inflight event / encounter unstabilized approach,Weather,flight crew executed go around / missed approach; flight crew flc complied w / automation / advisory,us,zzz.airport,unknown,weather; environment - non weather related,upon a sharp drop in airspeed and receipt of a windshear warning; a crj-900 flight crew performed a wind shear recovery on short final then returned to land safely.,Normal,False,5232,2011,3
1095186,2013-06-01,Skyhawk 172/Cutlass 172,Personal,Landing,0.0,Marginal,fog; 6,unknown,Unknown,ground incursion runway,Human Factors,air traffic control issued advisory / alert,ca,lgb.airport,flight crew last 90 days 30; flight crew total 950; flight crew type 620,airport; human factors; procedure,c172 pilot experienced a runway incursion at lgb.  reporter stated confusing signage was a contributing factor.,Normal,False,950,2013,6
795833,2008-07-01,A319,Air Carrier,Takeoff / Launch,0.0,Unknown,unknown,brake system,Malfunctioning,aircraft equipment problem less severe; deviation / discrepancy - procedural published material / policy,Human Factors,general none reported / taken,co,den.airport,flight crew last 90 days 140; flight crew total 8000; flight crew type 5100,human factors; environment - non weather related,an a319 flt crew got ecam message that one brake was hot as they taxied into position at den for takeoff. capt chose to ignore the message and take off with no delay for brake cooling.,Warning,True,8000,2008,7
688907,2006-02-01,Md-80 Series (Dc-9-80) Undifferentiated Or Other Model,Air Carrier,Initial Climb,14000.0,Unknown,unknown,pneumatic system - indicating and warning,Unknown,aircraft equipment problem less severe; other checklist confusion,Chart Or Publication,general none reported / taken,ca,gmn.vortac,flight crew type 8050,aircraft; chart or publication; company policy,referring to their 'air conditioning supply temp high' chklist an md80 crew finds that it does not apply to their sit with both l and r lights on.,Warning,True,12145,2006,2
782382,2008-04-01,Commercial Fixed Wing,Air Carrier,Initial Approach,0.0,Imc,3,unknown,Unknown,inflight event / encounter weather / turbulence; other night circling apch,Airspace Structure,general none reported / taken,il,mdw.airport,flight crew last 90 days 180,airspace structure; human factors,acft arriving mdw are required to perform the ils rwy 4r circle-to-land 13c with gusting winds during nighttime operations.,Normal,False,7801,2008,4
906631,2010-08-01,B737-700,Air Carrier,Parked,0.0,Unknown,unknown,wing leading edge,Unknown,deviation / discrepancy - procedural maintenance; deviation / discrepancy - procedural published material / policy,Human Factors,general maintenance action,unknown,unknown,maintenance technician 10.5,procedure; human factors,two mechanics report damage to a b737 wing leading edge while attempting to position hydraulic actuators to allow reconnection to the leading edge high lift devices.  one actuator had been tied up by a previous mechanic and extended into the leading edge.,Normal,False,2373,2010,8
923280,2010-12-01,Challenger Jet Undifferentiated Or Other Model,Unknown,Cruise,39000.0,Unknown,unknown,unknown,Unknown,atc issue all types,Human Factors,general none reported / taken,va,zdc.artcc,unknown,human factors; procedure,zdc controller described an uncertain coordination event when sequencing instructions were apparently given by an unidentified supervisor or traffic manager that were less than effective.,Normal,False,4138,2010,12
867798,2010-01-01,B767-300 And 300 Er,Air Carrier,Final Approach,1200.0,Unknown,windshear,trailing edge flap,Malfunctioning,aircraft equipment problem less severe,Aircraft,flight crew flc complied w / automation / advisory; flight crew landed in emergency condition,us,zzz.airport,unknown,aircraft; procedure,a b767-300 eicas alerted te flap disagree when the flaps were selected from 20 to 25. the qrh was complied with and a normal landing followed.,Warning,True,8440,2010,1
1062250,2013-01-01,B777-200,Air Carrier,Parked,0.0,Unknown,unknown,escape slide,Improperly Operated,aircraft equipment problem less severe; deviation / discrepancy - procedural published material / policy,Human Factors,general maintenance action,us,zzz.airport,unknown,environment - non weather related; human factors,a flight attendant reported that the slides on door 1 left and 1 right on the b777 had been disarmed upon arrival. a maintenance technician that rode the brakes during the tow from the gate to the hanger mistook the slide has disarmed in the dark cabin and opened the door; deploying the slide.,Warning,True,3376,2013,1
1066011,2012-12-01,Gulfstream Iii (G1159A),Unknown,Landing,0.0,Unknown,unknown,unknown,Unknown,atc issue all types; deviation / discrepancy - procedural published material / policy,Human Factors,general none reported / taken,us,zzz.airport,unknown,procedure; human factors,tower controller described a request from the parent approach control requesting that visual separation be applied not realizing that 'wake turbulence' was involved and tower was unable to provide this type of visual separation.,Normal,False,13736,2012,12
1163864,2014-04-01,A300,Air Carrier,Initial Climb,5400.0,Vmc,5,flap/slat control system,Malfunctioning,aircraft equipment problem critical; deviation - altitude overshoot; deviation - altitude excursion from assigned altitude; deviation / discrepancy - procedural clearance,Aircraft,flight crew overcame equipment problem,us,zzz.airport,unknown,aircraft; human factors,a captain reports about the difficulty he encountered when he tried to move the slat/flap handle to the retract position after takeoff on an a300 aircraft. after several attempts and using two hands to move the handle; he realized they would climb through their assigned altitude. pilot also noted previous instances of slat/flap handles being too stiff or too tight to move.,Critical,True,7197,2014,4
1044797,2012-10-01,Dash 8-200,Air Carrier,Taxi,0.0,Vmc,unknown,nose gear tire,Failed,aircraft equipment problem critical; deviation / discrepancy - procedural published material / policy,Human Factors,general flight cancelled / delayed; general maintenance action,us,zzz.airport,unknown,company policy; equipment / tooling; human factors; procedure,pilot reports nose gear tires on aircraft have been found damaged; deflated or with low tire pressures that maintenance believes is caused by improper use of towbarless type tugs by ramp personnel.,Critical,True,2526,2012,10
845017,2009-07-01,B757-200,Air Carrier,Final Approach; Initial Approach,5000.0,Unknown,thunderstorm; windshear; fog,unknown,Unknown,deviation - track / heading all types; deviation / discrepancy - procedural clearance; inflight event / encounter weather / turbulence,Human Factors,air traffic control issued advisory / alert; flight crew executed go around / missed approach,fl,mco.airport,unknown,human factors; weather,a b757 captain reported on the circumstances of a go-around at mco after a visual approach clearance was offered by atc.,Normal,False,1335,2009,7
